"Language_Key","Language_Code","Language_Description","Language_Date"
"e3670ce0c315396e4836d7024abcf3dd","8952","Dharawal",2024-07-11
"b02f0c434ba1da7396aca257d0eb1e2f","8953","Djabwurrung",2024-07-11
"76e9a17937b75b73a8a430acf210feaf","8954","Gudjal",2024-07-11
"1c824be2be6ac655657c6bc78527dfd7","8955","Keerray-Woorroong",2024-07-11
"82039d16dce0aab3913b6a7ac73deff7","8956","Ladji Ladji",2024-07-11
"90a82bf94b4c5981e7e68ff425e519f3","8957","Mirning",2024-07-11
"b73bade959e6beceb6678acbbbb5be57","8958","Ngatjumaya",2024-07-11
"9523147e5a6707baf674941812ee5c94","8961","Waluwarra",2024-07-11
"0a3df70393993583a13c0dd6686f3f32","8962","Wangkangurru",2024-07-11
"688ffcd6367bd153033e41bcc801f33d","8963","Wargamay",2024-07-11
"f84c0fd2c9fc0115aa7144af5cb76cfb","8964","Wergaia",2024-07-11
"f8abea41f08a479ca29e81fe5f2ce6db","8965","Yugambeh",2024-07-11
"bc29e1f123ed6f213520caad629ee432","8998","Aboriginal English, so described",2024-07-11
"96ba4a06bae961abbfb783d9d715150c","8999","Other Australian Indigenous Languages, nec",2024-07-11
"abceedf5017915685f379075f00a5ccd","9101","American Languages",2024-07-11
"ebf99bb5df6533b6dd9180a59034698d","9201","Acholi",2024-07-11
"d97d404b6119214e4a7018391195240a","9203","Akan",2024-07-11
"d10f24cc96c40a85ed11ce68142e80df","9205","Mauritian Creole",2024-07-11
"5118af07364440598cd7a922ccf4a955","9206","Oromo",2024-07-11
"d26b10ca0de48de1619fcefc39d00d64","9207","Shona",2024-07-11
"fc3dee15d074d783730c00430d839765","9208","Somali",2024-07-11
"bd6226970e9ffbc8305184d53e5dcd99","9211","Swahili",2024-07-11
"8386fa112ba70c3f60b6907d3812bb9e","9212","Yoruba",2024-07-11
"4c56392b1bd5e94efe423ed048c7b91a","9213","Zulu",2024-07-11
"a18aa23ee676d7f5ffb34cf16df3e08c","9214","Amharic",2024-07-11
"5a44a53b7d26bb1e54c05222f186dcfb","9215","Bemba",2024-07-11
"a5909bff60540745d3da1ccda2f99bff","9216","Dinka",2024-07-11
"f4db8537e9d75da46c4efc36a2d70956","9217","Ewe",2024-07-11
"e2a89271adb634edc3e692846f9e0675","9218","Ga",2024-07-11
"bc45ee46080d94757d84677cd9fb7395","9221","Harari",2024-07-11
"497d0b20f66cebdedc7935e3ffd46efa","9222","Hausa",2024-07-11
"e71ad22eed10d8f6f8242f67695b215f","9223","Igbo",2024-07-11
"671f0311e2754fcdd37f70a8550379bc","9224","Kikuyu",2024-07-11
"b8a6550662b363eb34145965d64d0cfb","9225","Krio",2024-07-11
"1d7c2aae840867027b7edd17b6aaa0e9","9226","Luganda",2024-07-11
"5cb0e249689cd6d8369c4885435a56c2","9227","Luo",2024-07-11
"1b38735595369838f208dd2b25315195","9228","Ndebele",2024-07-11
"bc2ba6bff2342259d8fb150b02dc1565","9231","Nuer",2024-07-11
"2a51262b66cced52912358502a37a010","9232","Nyanja (Chichewa)",2024-07-11
"88052b22c8c2349c0599bd39a654c534","9233","Shilluk",2024-07-11
"59d9b46aa00c70238bb89056cfeb96c0","9234","Tigre",2024-07-11
"04f2a4140112ae491f66a1c558df795f","9235","Tigrinya",2024-07-11
"8576a5108a045a711b0927e2408d4b34","9236","Tswana",2024-07-11
"9ce3d416394a5c9a29756027ff8cb37a","9237","Xhosa",2024-07-11
"c617ea9609ec341360765f6d29b5814e","9238","Seychelles Creole",2024-07-11
"30f607dcab85f4577f6935084e733fd2","9241","Anuak",2024-07-11
"a399f7f1554f59cecb453623c1c2a196","9242","Bari",2024-07-11
"99ba5c4097c6b8fef5ed774a1a6714b8","9243","Bassa",2024-07-11
"5df0385cba256a135be596dbe28fa7aa","9244","Dan (Gio-Dan)",2024-07-11
"d2319feb7864f7123a48f0ce98e09936","9245","Fulfulde",2024-07-11
"8511df98c02ab60aea1b2356c013bc0f","9246","Kinyarwanda (Rwanda)",2024-07-11
"20371daa1dcc7045675cf3c09dc71d6e","9247","Kirundi (Rundi)",2024-07-11
"2b296ab4f2db709cc20056f93c4b04ee","9248","Kpelle",2024-07-11
"a2ce8f1706e52936dfad516c23904e3e","9251","Krahn",2024-07-11
"613690cd913c7e69998dd12df14a96fa","9252","Liberian (Liberian English)",2024-07-11
"4e8eaf897c638d519710b1691121f8cb","9253","Loma (Lorma)",2024-07-11
"09d90af096ee93aae1cecbb338d43020","9254","Lumun (Kuku Lumun)",2024-07-11
"0eac690d7059a8de4b48e90f14510391","9255","Madi",2024-07-11
"e82a0d322fa2653ba0ce48474cbe03a6","9256","Mandinka",2024-07-11
"c8461bf13fca8a2b9912ab2eb1668e4b","9257","Mann",2024-07-11
"1868f17c2c15b5eafdc3cce2f5ac97d5","9258","Moro (Nuba Moro)",2024-07-11
"43f8e83d15ca083fb58e9b745e5de0d4","9261","Themne",2024-07-11
"0801b20e08c3242125d512808cd74302","9262","Lingala",2024-07-11
"096b826c74d0c38d76aa6dbae35ed59d","9299","African Languages, nec",2024-07-11
"42ba513c42a0fd6558aa44b1de658140","9301","Fijian",2024-07-11
"a88aeeec495b4cbe092b4bcfd15b9d9c","9302","Gilbertese",2024-07-11
"beda847edabdd461b87a0821a65cad5f","9303","Maori (Cook Island)",2024-07-11
"05425f51eaeab268c26a5d42f2ccedaf","9304","Maori (New Zealand)",2024-07-11
"3b922393a3cb462762ff5dd2bec1b20f","9306","Nauruan",2024-07-11
"ff2d5fc3ab1932df3c00308bead36006","9307","Niue",2024-07-11
"52dfa8e7d62825d70fcd34c15910558c","9308","Samoan",2024-07-11
"37f76c6fe3ab45e0cd7ecb176b5a046d","9311","Tongan",2024-07-11
"b6dfd41875bc090bd31d0b1740eb5b1b","9312","Rotuman",2024-07-11
"b4e267d84075f66ebd967d95331fcc03","9313","Tokelauan",2024-07-11
"9afe487de556e59e6db6c862adfe25a4","9314","Tuvaluan",2024-07-11
"eb7cdec4751eb3b3fd24908c6bdb1c17","9315","Yapese",2024-07-11
"b71cad1aa2846b5979cb84c34f7ca880","9399","Pacific Austronesian Languages, nec",2024-07-11
"b4f8e5c5fb53f5ba81072451531d5460","9402","Bislama",2024-07-11
"f5f96025b4aa949ad6d1b20e207c66c9","9403","Hawaiian English",2024-07-11
"dcd2f3f312b6705fb06f4f9f1b55b55c","9404","Norf'k-Pitcairn",2024-07-11
"beba25deef966d6816093e38d989b9ca","9405","Solomon Islands Pijin",2024-07-11
"6f16f5fc2cf3c8c09e020596e15da2e9","9499","Oceanian Pidgins and Creoles, nec",2024-07-11
"97e401a02082021fd24957f852e0e475","9502","Kiwai",2024-07-11
"82e6f7a80579e43e8bab4e86e7e25620","9503","Motu (HiriMotu)",2024-07-11
"b1c5390a0134fb5edeb8bef14441045b","9504","Tok Pisin (Neomelanesian)",2024-07-11
"141aa4fef48df77f954d60a373a3c322","9599","Papua New Guinea Languages, nec",2024-07-11
"a01f3ca6e3e4ece8e1a30696f52844bc","9601","Invented Languages",2024-07-11
"cd163419a5f4df0ba7e252841f95fcc1","9701","Auslan",2024-07-11
"afb0b97df87090596ae7c503f60bb23f","9702","Key Word Sign Australia",2024-07-11
"c15203a83f778ce8934d0efaf2d5c6f3","9799","Sign Languages, nec",2024-07-11
