key,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016
b85b19cea2f0268e105f30d78f668250,30401,Centenary,304,Brisbane - West,3GBRI,Greater Brisbane,3,Queensland
1d93b3d03e07f30415bb68699463271f,31003,Ipswich Inner,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland
e3423656a3520cb9a9825048b5cb59aa,30306,Sunnybank,303,Brisbane - South,3GBRI,Greater Brisbane,3,Queensland
b63a9cb5d9cd025826d518de83521e51,31305,Redcliffe,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland
ea2486be22140cf8214932e344a07215,31901,Bundaberg,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland
7dcf8773e0db912ac8a9bd8914aed99e,31801,Charters Towers - Ayr - Ingham,318,Townsville,3RQLD,Rest of Qld,3,Queensland
0a64ba6b57592efd39bc6b27cdc61f57,31502,Outback - North,315,Queensland - Outback,3RQLD,Rest of Qld,3,Queensland
61d427b812eea882235a3ae3ce613dd2,31301,Bribie - Beachmere,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland
5e07ccf98e67363bad70138b84cfe2cb,31606,Sunshine Coast Hinterland,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
4d0b33b5012968d7184664859cf30a80,31304,Narangba - Burpengary,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland
2cf7926aeec52fbe4f1a6ae2a1770329,31302,Caboolture,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland
2fd888270070d2f794ec95b2075f8a29,31303,Caboolture Hinterland,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland
755945a59ff256394631b079277ab8bc,30601,Cairns - North,306,Cairns,3RQLD,Rest of Qld,3,Queensland
0c2b52a946ce2657e1af75ee6cb84898,30602,Cairns - South,306,Cairns,3RQLD,Rest of Qld,3,Queensland
12c9572aee915aa05233c43f75e915a6,30603,Innisfail - Cassowary Coast,306,Cairns,3RQLD,Rest of Qld,3,Queensland
3340d90f2875506693f0c0a8e693be86,30805,Gladstone,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland
4223c8eb2036814ce6c0a9b2d3bf41c1,31602,Caloundra,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
95133894ec11a574d25413576636e5dc,31701,Toowoomba,317,Toowoomba,3RQLD,Rest of Qld,3,Queensland
86113dc59e768c1d1a462f18a5d458a0,30703,Granite Belt,307,Darling Downs - Maranoa,3RQLD,Rest of Qld,3,Queensland
3cfdef4f1447147029268a257d131552,31903,Gympie - Cooloola,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland
c0bf581dc5c2abecaf2385d8845f0c91,30702,Darling Downs - East,307,Darling Downs - Maranoa,3RQLD,Rest of Qld,3,Queensland
7c9d8efa5f0fc84385730c20b6a569e3,30604,Port Douglas - Daintree,306,Cairns,3RQLD,Rest of Qld,3,Queensland
74b4db7ecf4ff1770156d20fd45a7a6e,30803,Rockhampton,308,Central Queensland,3RQLD,Rest of Qld,3,Queensland
5eef269207a5f1914c93407bed2d9ab8,31102,Beenleigh,311,Logan - Beaudesert,3GBRI,Greater Brisbane,3,Queensland
10b83e434ddcd9c79ad2b9be2fd0aa84,31105,Loganlea - Carbrook,311,Logan - Beaudesert,3GBRI,Greater Brisbane,3,Queensland
e68d60edfb709b5834cb5e9286b4ce4b,30907,Ormeau - Oxenford,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
238e625ff1f20b656f8986f42a76092f,30909,Southport,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
69c89914e702d2abe840bd751f5b59c5,30910,Surfers Paradise,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
8d06969939c8f260b8d1db5b900f7653,30903,Gold Coast - North,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
42240455439aa23182bf604e3b202915,30902,Coolangatta,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
68cee18772f6c46a1f5cfe4cda915574,30901,Broadbeach - Burleigh,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
46f3eb0e98ba1f34a396ebc7a9ba9f7c,30908,Robina,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
c4f48c98a227f6dd2cdbd6a30dac6082,30906,Nerang,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
35717dde349c0e37db826b95ca6c44fd,30905,Mudgeeraba - Tallebudgera,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland
42aa61c7ccfa95dc4db4d894530def8a,31904,Hervey Bay,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland
bd41a065d4640c9dd3c1e06ce9c820dc,31905,Maryborough,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland
21964698b7df1cefa6befc89697f5293,31004,Springfield - Redbank,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland
4f1beaf39805550dd06b5cac412cd19b,31106,Springwood - Kingston,311,Logan - Beaudesert,3GBRI,Greater Brisbane,3,Queensland
435ea5e88223276427a4d4613a7e06a5,31202,Mackay,312,Mackay - Isaac - Whitsunday,3RQLD,Rest of Qld,3,Queensland
a57bf18e19b6b17e3d4fbc20561e2055,31601,Buderim,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
913c130aa3a3e9780ee459eadf80c05c,31603,Maroochy,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
9bc792898a1f66e2ed7c2e2407b3fe8c,31605,Noosa,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
a71f9f47d27e10623154025319152a82,31607,Nambour,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
4f2bed48f31aa4f70b89c5e87a60e3e9,31608,Noosa Hinterland,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland
d64c331c34bb99731a626c0002467c65,31401,The Hills District,314,Moreton Bay - South,3GBRI,Greater Brisbane,3,Queensland
c4fa856e631d52fce97c4eb37d17bb19,31403,Strathpine,314,Moreton Bay - South,3GBRI,Greater Brisbane,3,Queensland
61ff912aec1b33f9ac603a67fb18fd94,31402,North Lakes,314,Moreton Bay - South,3GBRI,Greater Brisbane,3,Queensland
92945505a99aea57f8d9a7fc2f739595,30102,Cleveland - Stradbroke,301,Brisbane - East,3GBRI,Greater Brisbane,3,Queensland
09ec0f40d1fec53253882a9f9f913cbd,31203,Whitsunday,312,Mackay - Isaac - Whitsunday,3RQLD,Rest of Qld,3,Queensland
dabae0ad17c002ae7a711aca44636260,39797,Migratory - Offshore - Shipping (Qld),397,Migratory - Offshore - Shipping (Qld),39799,Migratory - Offshore - Shipping (Qld),3,Queensland
c703af5c89b1d0bc2e99f540f553f182,49999,No usual address (SA),499,No usual address (SA),49499,No usual address (SA),4,South Australia
14919153f8aaf3af893165510756de56,40101,Adelaide City,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
9868de7d15bae3816653aa9fad6cf106,40102,Adelaide Hills,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
99cc8493c2392e2b0f5d61bb0220b474,40104,Campbelltown (SA),401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
9732e202ad7af4dd76eecd5f978cc96e,40701,Fleurieu - Kangaroo Island,407,South Australia - South East,4RSAU,Rest of SA,4,South Australia
fd577536e9ceee3d9c2b3b2e6d2e2a88,40602,Outback - North and East,406,South Australia - Outback,4RSAU,Rest of SA,4,South Australia
da2c3fbac23ba11ec8a1a36e31578620,40501,Barossa,405,Barossa - Yorke - Mid North,4RSAU,Rest of SA,4,South Australia
1faacc3ab6e29cd764380a5129a12631,40201,Gawler - Two Wells,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia
91edf9918caf23ade612be8a563a676b,40502,Lower North,405,Barossa - Yorke - Mid North,4RSAU,Rest of SA,4,South Australia
99b824ede6546f5b83b7d2b66e4d8042,40504,Yorke Peninsula,405,Barossa - Yorke - Mid North,4RSAU,Rest of SA,4,South Australia
981d34514a093fa94b6d484867e14fac,40703,Murray and Mallee,407,South Australia - South East,4RSAU,Rest of SA,4,South Australia
bd1bb6b87180689231804f4ceb383485,40103,Burnside,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
6d8a1d94651a63cd8cb385dc3e96a3a0,40601,Eyre Peninsula and South West,406,South Australia - Outback,4RSAU,Rest of SA,4,South Australia
d9e8009b7857b10b3a21819e28379b4d,40403,West Torrens,404,Adelaide - West,4GADE,Greater Adelaide,4,South Australia
36165040b1051f2cfde3c3e5c095d3ed,40401,Charles Sturt,404,Adelaide - West,4GADE,Greater Adelaide,4,South Australia
ed7c2df00da3928f799751b048ed5ab0,40402,Port Adelaide - West,404,Adelaide - West,4GADE,Greater Adelaide,4,South Australia
aea76ed2f98e26f9116049d0376ba275,40702,Limestone Coast,407,South Australia - South East,4RSAU,Rest of SA,4,South Australia
f74b25a7dc1504cf5a3b964a990266ff,40301,Holdfast Bay,403,Adelaide - South,4GADE,Greater Adelaide,4,South Australia
f0affe8ec1361efcafd1816b5b1c2426,40302,Marion,403,Adelaide - South,4GADE,Greater Adelaide,4,South Australia
2f233bb83fcd9c49e2959f96f2463b64,40303,Mitcham,403,Adelaide - South,4GADE,Greater Adelaide,4,South Australia
0dd53c8891cc022924207db32a860bb4,40304,Onkaparinga,403,Adelaide - South,4GADE,Greater Adelaide,4,South Australia
51fb18046e665c3a0df6457781ae8125,40503,Mid North,405,Barossa - Yorke - Mid North,4RSAU,Rest of SA,4,South Australia
3f00436e3415eabeafb77ba1fe5b6f87,40105,Norwood - Payneham - St Peters,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
bd8f44067769dbfb91bd4b4c13c967c2,40202,Playford,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia
920530cb8744c679e3a2ece84f1d5ce4,40203,Port Adelaide - East,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia
a82afc8ee542eaec69da51a6bbc973d4,40204,Salisbury,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia
04a7dfa903d6e9fe93d5ad37913ad5ff,40205,Tea Tree Gully,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia
702f785904a60c6b8b8e5af93f9e412e,40106,Prospect - Walkerville,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
85b88bc0f811d78392c3f2fdc45f9ee2,40107,Unley,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia
fc78ca523076710b5fe66966a6715bfc,49797,Migratory - Offshore - Shipping (SA),497,Migratory - Offshore - Shipping (SA),49799,Migratory - Offshore - Shipping (SA),4,South Australia
57b8d9ceaa1a98dd5f889f2b9a4854db,59999,No usual address (WA),599,No usual address (WA),59499,No usual address (WA),5,Western Australia
6fdcfb5e59ed2e8c4e379a2b779da93a,50901,Albany,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia
61e437816d0d78c62abc93ed2770ac7a,50601,Armadale,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
71585b1edc15fa6b66d97a747392bc43,51003,West Pilbara,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia
86a2e69c428aafb50b38a78f62d35b8d,50101,Augusta - Margaret River - Busselton,501,Bunbury,5RWAU,Rest of WA,5,Western Australia
cb24edc0ec341e14fe5108ee6b1493cb,50401,Bayswater - Bassendean,504,Perth - North East,5GPER,Greater Perth,5,Western Australia
ffe367e29927354b95526f42fab1e71a,50302,Perth City,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia
d6f07f83059edd69be854095a7ddd520,50602,Belmont - Victoria Park,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
e558b4076533c2d1423729fc03d79ad6,50902,Wheat Belt - North,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia
081c09225f5f0932d5dff03f505f3089,50903,Wheat Belt - South,509,Western Australia - Wheat Belt,5RWAU,Rest of WA,5,Western Australia
f7f8eb12e0f61a9321597157c0d61791,50103,Manjimup,501,Bunbury,5RWAU,Rest of WA,5,Western Australia
bd22efb6bdeabb178eec7b0051f764d7,51001,Kimberley,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia
1a04ae79df0720de2b40a38b48e5cdd2,50102,Bunbury,501,Bunbury,5RWAU,Rest of WA,5,Western Australia
12bb430be526cebb26b7248683b51fab,50301,Cottesloe - Claremont,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia
563584468af77b2fc03ffa42d5da94cb,50502,Stirling,505,Perth - North West,5GPER,Greater Perth,5,Western Australia
2f849d821a8a925a9238d81184f5ef5c,50603,Canning,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
7730beeadff43f778e47a7fdbaeaf806,50704,Melville,507,Perth - South West,5GPER,Greater Perth,5,Western Australia
af4ae70d0eac8b8fc9bc16fb9fa07741,51104,Mid West,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia
2ba46450ca83f7d0d90f555479c657a2,51102,Gascoyne,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia
fc02b61a1b120b332dfda8c6cefb82f9,50705,Rockingham,507,Perth - South West,5GPER,Greater Perth,5,Western Australia
21cd1658dfd2507648e76c416ff04265,50701,Cockburn,507,Perth - South West,5GPER,Greater Perth,5,Western Australia
b03e9b7b50eaa81eaab314f9bcc41b5a,50702,Fremantle,507,Perth - South West,5GPER,Greater Perth,5,Western Australia
78c9993a943c7fc54b2c81d428e9a921,51103,Goldfields,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia
f0342a4f9b0d5ab5ecc0870e115cd9e3,51101,Esperance,511,Western Australia - Outback (South),5RWAU,Rest of WA,5,Western Australia
d681961f197a553613755541b4c77b98,51002,East Pilbara,510,Western Australia - Outback (North),5RWAU,Rest of WA,5,Western Australia
389941c918cb59ff6ff1d1f2ac57cc92,50604,Gosnells,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
fed9797e75393322ff5d5beddf9773be,50501,Joondalup,505,Perth - North West,5GPER,Greater Perth,5,Western Australia
09bc9ab48b2e176030c8351b8aa38226,50605,Kalamunda,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
88c6fccd9f242ea10362555ce8306f3a,50402,Mundaring,504,Perth - North East,5GPER,Greater Perth,5,Western Australia
7e07d99a704ed310140295332558885a,50703,Kwinana,507,Perth - South West,5GPER,Greater Perth,5,Western Australia
df3c83cabeab2f43401dc6a7006c2d2a,50201,Mandurah,502,Mandurah,5GPER,Greater Perth,5,Western Australia
026573d44030835fe74c624be25113a1,50403,Swan,504,Perth - North East,5GPER,Greater Perth,5,Western Australia
4540c5d4a85c10a627f12ed1f3d3d24e,50606,Serpentine - Jarrahdale,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
91d979933e4bf31e16823a0c13e037d5,50607,South Perth,506,Perth - South East,5GPER,Greater Perth,5,Western Australia
aafb1ce4fed408a5843cf431a0bbdcb1,50503,Wanneroo,505,Perth - North West,5GPER,Greater Perth,5,Western Australia
53cd3288cc9e5ec276f7ac58bfcf2653,59797,Migratory - Offshore - Shipping (WA),597,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),5,Western Australia
09d914fa78ad2c9bc534fead45b3d534,69999,No usual address (Tas.),699,No usual address (Tas.),69499,No usual address (Tas.),6,Tasmania
ef2765780c151172587db3234677bb12,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania
d1eefdef38b0dc9967b2482ed5676157,60101,Brighton,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
1ca9e3440300554e016b695aba2d3aee,60401,Burnie - Ulverstone,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania
35309ec8898385cea2e85454a678c50e,60403,West Coast,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania
5b60531e7e48b9406f470eb8c7e5ab99,60402,Devonport,604,West and North West,6RTAS,Rest of Tas.,6,Tasmania
1b26393c0dbab1e5a039ae09c001d907,60301,Central Highlands (Tas.),603,South East,6RTAS,Rest of Tas.,6,Tasmania
4a93e679058284a39a7d6da21038cf5b,60202,Meander Valley - West Tamar,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania
5193bdfe211de11f3a444ff6a13e385e,60102,Hobart - North East,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
39d96ac1450b2d517807dc8a94b26c17,60106,Sorell - Dodges Ferry,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
fd1d25ed94da6ba29824c667a7093312,60103,Hobart - North West,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
e929f2dd90fea25ce5af4f75c839f05e,60303,South East Coast,603,South East,6RTAS,Rest of Tas.,6,Tasmania
3dc09677e0fdb539a31d497c4fb25f20,60105,Hobart Inner,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
4df9b34ea36ad02818ca526edcc64cb2,60104,Hobart - South and West,601,Hobart,6GHOB,Greater Hobart,6,Tasmania
d22b000080700bd53bebc101edbb62a8,60302,Huon - Bruny Island,603,South East,6RTAS,Rest of Tas.,6,Tasmania
c262222092ac2de460cc1327a41b492b,60201,Launceston,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania
41e3e91b7e11bf2eb3192f94a9b1ddb9,69797,Migratory - Offshore - Shipping (Tas.),697,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),6,Tasmania
13aa1430371637c6332edf6364489fa2,79999,No usual address (NT),799,No usual address (NT),79499,No usual address (NT),7,Northern Territory
aae21e1ca430b314ba7e1db08542ec71,70201,Alice Springs,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory
935c19204ce462ffe29f0b407f20cb23,70202,Barkly,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory
b7655660da4976f424dcd894ca7e1287,70204,East Arnhem,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory
9653d0a3230bdd09490bb9e79e1ebfb9,70203,Daly - Tiwi - West Arnhem,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory
a65c8e4bd3a073a17da57681d1537801,70205,Katherine,702,Northern Territory - Outback,7RNTE,Rest of NT,7,Northern Territory
3ff0a6a90d233f48f63179739f794c02,70102,Darwin Suburbs,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory
a3e7e9a4765cc0d22aa60df878408547,70101,Darwin City,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory
ef09ecc3f64613ab88d86fef58fe25a0,70104,Palmerston,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory
99628fa2e8d3bedd870b425c42fc2b74,70103,Litchfield,701,Darwin,7GDAR,Greater Darwin,7,Northern Territory
5f64af8aa59512d57e54425cd8c989f2,79797,Migratory - Offshore - Shipping (NT),797,Migratory - Offshore - Shipping (NT),79799,Migratory - Offshore - Shipping (NT),7,Northern Territory
efd7fc8aef277698a0f30f3412d67176,89999,No usual address (ACT),899,No usual address (ACT),89499,No usual address (ACT),8,Australian Capital Territory
d5bd90ace3359032b81745e6ff4259bc,80105,North Canberra,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
26fa990347eb7bdf28528a18de2f3e31,80106,South Canberra,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
d8ff1cee5ba71c2867f9dbc20b139f38,80104,Gungahlin,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
33bf3f1018b373ca46c8f54e3027e9eb,80101,Belconnen,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
c059d7dfefdf0fc36e1f71947e2b5e5a,80107,Tuggeranong,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
ef26837175f450f1abc5f92107b9acbf,80108,Weston Creek,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
d4e06433451e1503eac985d707b0763b,80109,Woden Valley,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
b51869faee0c2357dc5c2c34e4229a80,80103,Canberra East,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
ea3fb9221bc639881aaea8d796515fad,80111,Urriarra - Namadgi,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
542b0d236eaa6e41b85fcf4d7421ab70,80110,Molonglo,801,Australian Capital Territory,8ACTE,Australian Capital Territory,8,Australian Capital Territory
8cf4ecb5db3bd52916325cf38feb7c01,89797,Migratory - Offshore - Shipping (ACT),897,Migratory - Offshore - Shipping (ACT),89799,Migratory - Offshore - Shipping (ACT),8,Australian Capital Territory
d3eb9a9233e52948740d7eb8c3062d14,99999,No usual address (OT),999,No usual address (OT),99499,No usual address (OT),9,Other Territories
90b2fb2673e8af20cd32b76d32f97ec0,90103,Jervis Bay,901,Other Territories,9OTER,Other Territories,9,Other Territories
4512381fff7667c2c28d35dc4087ce6c,90101,Christmas Island,901,Other Territories,9OTER,Other Territories,9,Other Territories
19014176263f15260ae0afc5fc0e45d8,90102,Cocos (Keeling) Islands,901,Other Territories,9OTER,Other Territories,9,Other Territories
587b11d4d193d217aa603d0b4d34d95f,90104,Norfolk Island,901,Other Territories,9OTER,Other Territories,9,Other Territories
d18ef1982a938e0197f18a39fd008e08,99797,Migratory - Offshore - Shipping (OT),997,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),9,Other Territories
