SA2_SUA_Key,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SUA_CODE_2016,SUA_NAME_2016,SA2_SUA_Date
e3f3e9dc0d51121eccb0e3bb2f619801,201021011,21011,Daylesford,2000,Not in any Significant Urban Area (Vic.),2024-07-10
08648fe97f56b5428b2d6870fe5deb7c,201021012,21012,Gordon (Vic.),2000,Not in any Significant Urban Area (Vic.),2024-07-10
09e4220e95392d585b2d564df5401599,201031013,21013,Avoca,2000,Not in any Significant Urban Area (Vic.),2024-07-10
951af48dac5d02ae0c5f3dcbd49540a0,201031014,21014,Beaufort,2000,Not in any Significant Urban Area (Vic.),2024-07-10
8c21b5c79a66866e15b4cd25a2b55019,201031015,21015,Golden Plains - North,2000,Not in any Significant Urban Area (Vic.),2024-07-10
96ba453dda6fd29cfa4be4fd28606a97,201031016,21016,Maryborough (Vic.),2000,Not in any Significant Urban Area (Vic.),2024-07-10
771941fbed3c2b98ed16ffa17329595c,201031017,21017,Maryborough Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
05de8eaa248bd0075fb63afb94b1c23e,202011018,21018,Bendigo,2004,Bendigo,2024-07-10
ae783cc09e584b0c2df2a4b239e44e34,202011019,21019,California Gully - Eaglehawk,2004,Bendigo,2024-07-10
5c7f7cf2f3bcc648904b953329181dbb,202011020,21020,East Bendigo - Kennington,2004,Bendigo,2024-07-10
6519020391666ef01975b82b5a06a27f,202011021,21021,Flora Hill - Spring Gully,2004,Bendigo,2024-07-10
36903bf7a9a3bb0d36b810314016b895,202011022,21022,Kangaroo Flat - Golden Square,2004,Bendigo,2024-07-10
68bcb65e7e4c4dddcfafdd3cebe56eb1,202011023,21023,Maiden Gully,2004,Bendigo,2024-07-10
4718adf55e7f155338a4778841f50e1c,202011024,21024,Strathfieldsaye,2004,Bendigo,2024-07-10
e01eff9a5960f3d9c613381501afd22c,202011025,21025,White Hills - Ascot,2004,Bendigo,2024-07-10
a83002901534db62ae5432e76dcd952d,202021026,21026,Bendigo Region - South,2000,Not in any Significant Urban Area (Vic.),2024-07-10
d4142cd0b7b30654581218c0e51b744b,202021027,21027,Castlemaine,2000,Not in any Significant Urban Area (Vic.),2024-07-10
7852e3be3bf8fa653df80a0635a7e3bd,202021028,21028,Castlemaine Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
2abe880c8fe2e66d4b589cace9e03f58,202021029,21029,Heathcote,2000,Not in any Significant Urban Area (Vic.),2024-07-10
02b17b43758de7d2695b44e76c39f309,202021030,21030,Kyneton,2000,Not in any Significant Urban Area (Vic.),2024-07-10
dbec705bf9516ae6812efa784e7639b4,202021031,21031,Woodend,2000,Not in any Significant Urban Area (Vic.),2024-07-10
0e29c61c299f3326be5d6ceedf3a579d,202031032,21032,Bendigo Region - North,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c7c4154a89241e8a914b7bbc37c98d63,202031033,21033,Loddon,2000,Not in any Significant Urban Area (Vic.),2024-07-10
660c3a5ce85dc7956bf8a3669f9fe2bd,203011034,21034,Bannockburn,2000,Not in any Significant Urban Area (Vic.),2024-07-10
54a9a6aad9521bf0728b9e212d32f52b,203011035,21035,Golden Plains - South,2000,Not in any Significant Urban Area (Vic.),2024-07-10
7787a8e898a43287f96436b7046be229,203011036,21036,Winchelsea,2000,Not in any Significant Urban Area (Vic.),2024-07-10
65e39fe3ed3c1a320bdc1648f3c9d22f,203021037,21037,Belmont,2007,Geelong,2024-07-10
153f82abda20999059b01514ac9df3c2,203021038,21038,Corio - Norlane,2007,Geelong,2024-07-10
0e118ef9f977baa34c74c1142a98e91c,203021039,21039,Geelong,2007,Geelong,2024-07-10
89209c178c003ffdedcf4c10b3845522,203021040,21040,Geelong West - Hamlyn Heights,2007,Geelong,2024-07-10
8b38fd436441f87c01abfae288d7de7c,203021041,21041,Grovedale,2007,Geelong,2024-07-10
dfdd9cb96e5e1fa512c354fe9afbaded,203021042,21042,Highton,2007,Geelong,2024-07-10
e50c3609d28dde993e4f82a6c90f04a5,203021043,21043,Lara,2007,Geelong,2024-07-10
ee8b3b4284c8c5b0da4fafd4ca7454d8,203021044,21044,Leopold,2007,Geelong,2024-07-10
6766c9d75678ae133681c65023c7ceff,203021045,21045,Newcomb - Moolap,2007,Geelong,2024-07-10
b07c22d4857616a5c22f8c267f458a33,203021046,21046,Newtown (Vic.),2007,Geelong,2024-07-10
e11644f3a8dbc5cc642ea81fc6d865ea,203021047,21047,North Geelong - Bell Park,2007,Geelong,2024-07-10
eb71859dee4dd23e78a297d6a3960b5e,203031048,21048,Clifton Springs,2007,Geelong,2024-07-10
21dbec848ad8c6fab97e9c93bffbd186,203031049,21049,Lorne - Anglesea,2000,Not in any Significant Urban Area (Vic.),2024-07-10
64d4e88a7cb2f3c6287f951b12493971,203031050,21050,Ocean Grove - Barwon Heads,2007,Geelong,2024-07-10
20687fa72e1210716ea8dca030b34ba9,203031051,21051,Portarlington,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c0b527dba3fe9841f1dcb09e61b3b850,203031052,21052,Point Lonsdale - Queenscliff,2007,Geelong,2024-07-10
0f87ab881ac0cd7ef77e4f197b8dd295,203031053,21053,Torquay,2007,Geelong,2024-07-10
f0757a13870bb25a8814930133559cf6,204011054,21054,Alexandra,2000,Not in any Significant Urban Area (Vic.),2024-07-10
5e2daedb40cab931271dfa66202692e7,204011055,21055,Euroa,2000,Not in any Significant Urban Area (Vic.),2024-07-10
4263f0a5122fee3a9075ef2b2b1c04b7,204011056,21056,Kilmore - Broadford,2000,Not in any Significant Urban Area (Vic.),2024-07-10
a8ae521e3b8b5132c254551e91a2a28b,204011057,21057,Mansfield (Vic.),2000,Not in any Significant Urban Area (Vic.),2024-07-10
2b2dcb786c1455013b80a40f6a32b542,204011058,21058,Nagambie,2000,Not in any Significant Urban Area (Vic.),2024-07-10
8d2985f67651b41f45e8efd394c975b4,204011059,21059,Seymour,2000,Not in any Significant Urban Area (Vic.),2024-07-10
dd16b4f4fc7254ae014bd443ac8093a8,204011060,21060,Seymour Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
0b29a7d6b07f751324123f7356c8c79f,204011061,21061,Upper Yarra Valley,2000,Not in any Significant Urban Area (Vic.),2024-07-10
809950957e129207caf712f4dd3caa21,204011062,21062,Yea,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c434b5032769c5807d20f064def994d4,204021063,21063,Benalla,2000,Not in any Significant Urban Area (Vic.),2024-07-10
3f40349772a96574055ca2da1f7682f5,204021064,21064,Benalla Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
49db58daac4fb2894d6eb5ab36ab7301,204021065,21065,Rutherglen,2000,Not in any Significant Urban Area (Vic.),2024-07-10
24acaeffa39ad3bbb8bdacea50f0e359,204021066,21066,Wangaratta,2019,Wangaratta,2024-07-10
f2cce1a3934ff94db23fecb0adf889d0,204021067,21067,Wangaratta Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
ca73859899c80878fa7a68b2204b1cba,204031068,21068,Beechworth,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c4a580ee90bda06a2b3a3246c13e6ad9,204031069,21069,Bright - Mount Beauty,2000,Not in any Significant Urban Area (Vic.),2024-07-10
b2348defdce62d4b574c35c3b2dfdf7d,204031070,21070,Chiltern - Indigo Valley,2000,Not in any Significant Urban Area (Vic.),2024-07-10
66379bcb57a0360dcc94d1556aa7a44e,204031071,21071,Myrtleford,2000,Not in any Significant Urban Area (Vic.),2024-07-10
555b9b171bbdfbb7621990fd298e9a17,204031072,21072,Towong,2000,Not in any Significant Urban Area (Vic.),2024-07-10
8d92b48e9a4e3455d085189a9f0ba33a,204031073,21073,West Wodonga,1001,Albury - Wodonga,2024-07-10
5058bf0a8c8aa5dd612a67a7218fe770,204031074,21074,Wodonga,1001,Albury - Wodonga,2024-07-10
99f4f21cbdaf907d1f8a148d5bf95800,204031075,21075,Yackandandah,2000,Not in any Significant Urban Area (Vic.),2024-07-10
245d32f466c4032dc8697e4fd042924e,205011076,21076,Drouin,2020,Warragul - Drouin,2024-07-10
a4fd61ab17661b337e50071dd64f3e3c,205011077,21077,Mount Baw Baw Region,2000,Not in any Significant Urban Area (Vic.),2024-07-10
bdbdd9e9279c813f3ef30ddcea637ca4,205011078,21078,Trafalgar (Vic.),2000,Not in any Significant Urban Area (Vic.),2024-07-10
ce0c9ce188469be73edcb344bfdb59a4,205011079,21079,Warragul,2020,Warragul - Drouin,2024-07-10
782bf4e6b389685344cb33e63ce04329,205021080,21080,Alps - East,2000,Not in any Significant Urban Area (Vic.),2024-07-10
e2f38ee3196c311a5ad9f36fd963c346,205021081,21081,Bairnsdale,2002,Bairnsdale,2024-07-10
37a72f916e714bf618e66445f0747ab2,205021082,21082,Bruthen - Omeo,2000,Not in any Significant Urban Area (Vic.),2024-07-10
7462c01ed3ad2fbe45850070b9164e7b,205021083,21083,Lake King,2000,Not in any Significant Urban Area (Vic.),2024-07-10
361ede40035fa28983f4765b8e45ffab,205021084,21084,Lakes Entrance,2000,Not in any Significant Urban Area (Vic.),2024-07-10
8ad4d6aed137590121c00fa6ea26eaef,205021085,21085,Orbost,2000,Not in any Significant Urban Area (Vic.),2024-07-10
9e41fa85cc1033bc266ab888a3e5df7d,205021086,21086,Paynesville,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c480fe0c5b0d4f210e40d58da02c1062,205031087,21087,Foster,2000,Not in any Significant Urban Area (Vic.),2024-07-10
69eaf0b40fce87588fca4acc8a252888,205031088,21088,French Island,2000,Not in any Significant Urban Area (Vic.),2024-07-10
b0af26b2ad343f6df3d037f7a0ff329b,205031089,21089,Korumburra,2000,Not in any Significant Urban Area (Vic.),2024-07-10
e25b27b4e3f92c60715f2c2fd618a276,205031090,21090,Leongatha,2000,Not in any Significant Urban Area (Vic.),2024-07-10
5cd5446f016f2c1b195c49b396865589,205031091,21091,Phillip Island,2000,Not in any Significant Urban Area (Vic.),2024-07-10
8d67fb96d07aa22342280f17065273e1,205031092,21092,Wilsons Promontory,2000,Not in any Significant Urban Area (Vic.),2024-07-10
0cf04f168bb3b7b1fb72a38a0b725824,205031093,21093,Wonthaggi - Inverloch,2000,Not in any Significant Urban Area (Vic.),2024-07-10
69147344536fc090a8f2875338096b30,205041094,21094,Churchill,2000,Not in any Significant Urban Area (Vic.),2024-07-10
5bdee4553ecfdf6043264904ec5b6ab9,205041095,21095,Moe - Newborough,2013,Moe - Newborough,2024-07-10
dd1c95ba279febcb57ca3ec010ea2c5a,205041096,21096,Morwell,2018,Traralgon - Morwell,2024-07-10
2ea18b898e9032c8d2b93c50d0b47978,205041097,21097,Traralgon,2018,Traralgon - Morwell,2024-07-10
89215a69984d310c5f0c80069760a79a,205041098,21098,Yallourn North - Glengarry,2000,Not in any Significant Urban Area (Vic.),2024-07-10
c27f89caecfa96df107424896f43b197,205051099,21099,Alps - West,2000,Not in any Significant Urban Area (Vic.),2024-07-10
da6af8bf6b5096b809caa2e4542b499e,205051100,21100,Longford - Loch Sport,2000,Not in any Significant Urban Area (Vic.),2024-07-10
d15ea91fe15d99cacfd9732d8bea3679,205051101,21101,Maffra,2000,Not in any Significant Urban Area (Vic.),2024-07-10
7c0d8f6eafcef2a47cb496966efd3075,205051102,21102,Rosedale,2000,Not in any Significant Urban Area (Vic.),2024-07-10
0838a24d40c274de56b8ab1382455870,205051103,21103,Sale,2015,Sale,2024-07-10
8941d1309725413d638c8bbefd286206,205051104,21104,Yarram,2000,Not in any Significant Urban Area (Vic.),2024-07-10
dbac87fa587551335bc9a2d58c3596c3,206011105,21105,Brunswick,2010,Melbourne,2024-07-10
98bd45f9eecdd85b84639169b096e5b2,206011106,21106,Brunswick East,2010,Melbourne,2024-07-10
00dc25106b77644756b41057fcfb283a,206011107,21107,Brunswick West,2010,Melbourne,2024-07-10
147734d0c6c84ad897080ac710aec13f,206011108,21108,Coburg,2010,Melbourne,2024-07-10
a8d59c9b369548ba8bbdd1ae863edd66,206011109,21109,Pascoe Vale South,2010,Melbourne,2024-07-10
61a5b80a72472196f8b4f0add98a10a1,206021110,21110,Alphington - Fairfield,2010,Melbourne,2024-07-10
d0db09410a7a7aff771fb272d55fd7c1,206021111,21111,Northcote,2010,Melbourne,2024-07-10
9253a76894d2085be2c4bebaa1d72a4e,206021112,21112,Thornbury,2010,Melbourne,2024-07-10
777ec393a19807c6360012744bdc10f2,206031113,21113,Ascot Vale,2010,Melbourne,2024-07-10
80ab1c6b98f58a9c2513c802348d2f92,206031114,21114,Essendon - Aberfeldie,2010,Melbourne,2024-07-10
48eb0367356f31e0024c5038c5459f74,206031115,21115,Flemington,2010,Melbourne,2024-07-10
2812dc4bdf943af5b17ab39c851f5212,206031116,21116,Moonee Ponds,2010,Melbourne,2024-07-10
b74f3cdb569ed1d608da7886404a9600,206041117,21117,Carlton,2010,Melbourne,2024-07-10
a14a030dcc02e79ebdf051498c20b1d3,206041118,21118,Docklands,2010,Melbourne,2024-07-10
16a2261cb77155899316ed538a4ee84c,206041119,21119,East Melbourne,2010,Melbourne,2024-07-10
1684a0667fc4a185cb16529ec7225cac,206041120,21120,Flemington Racecourse,2010,Melbourne,2024-07-10
985b883ebcbef9aeec2c9009d01e141f,206041121,21121,Kensington (Vic.),2010,Melbourne,2024-07-10
3ab97d94d28f48de466db6213ba3b4f3,206041122,21122,Melbourne,2010,Melbourne,2024-07-10
86cb8b8aa0e8d300cdb3297321ab455c,206041123,21123,North Melbourne,2010,Melbourne,2024-07-10
07350bb45284977e3f315f8cd141e005,206041124,21124,Parkville,2010,Melbourne,2024-07-10
4b5246218a0e6c26a84b3537b2828841,206041125,21125,South Yarra - West,2010,Melbourne,2024-07-10
26615b955895aa8fb05c88a71ec4c440,206041126,21126,Southbank,2010,Melbourne,2024-07-10
25e25177b0000e35375e9706abfe3e95,206041127,21127,West Melbourne,2010,Melbourne,2024-07-10
a1e4622c8a52f79f5cabab31306c0b5b,206051128,21128,Albert Park,2010,Melbourne,2024-07-10
8266c203090505718174279b20077139,206051129,21129,Elwood,2010,Melbourne,2024-07-10
36340b0735f88da14ef16ffc205073db,206051130,21130,Port Melbourne,2010,Melbourne,2024-07-10
f044179efa38190ca24cbf9455016a1f,206051131,21131,Port Melbourne Industrial,2010,Melbourne,2024-07-10
93b16417e0daeb787038065af91ae4ab,206051132,21132,South Melbourne,2010,Melbourne,2024-07-10
ab78dc9d6be6281a1d09404b4e20f009,206051133,21133,St Kilda,2010,Melbourne,2024-07-10
bd89add5a3c4882680c599e356a84863,206051134,21134,St Kilda East,2010,Melbourne,2024-07-10
940a5844ad5d90379b0174c3bdb6544c,206061135,21135,Armadale,2010,Melbourne,2024-07-10
21016b920e398231142e66166ff87d6d,206061136,21136,Prahran - Windsor,2010,Melbourne,2024-07-10
f6dc1e9a2fd6ad333da4ea5a59be4f4c,206061137,21137,South Yarra - East,2010,Melbourne,2024-07-10
0487151ecd8bcffd9e96fd659b1d996e,206061138,21138,Toorak,2010,Melbourne,2024-07-10
7ff3ab1ed0cd9521781c3c2a1aca3121,206071139,21139,Abbotsford,2010,Melbourne,2024-07-10
2710fedb56c24f61c9cf12cf33f6ed9b,206071140,21140,Carlton North - Princes Hill,2010,Melbourne,2024-07-10
aca69cf58b34d8855415cdaf6fca07f9,206071141,21141,Collingwood,2010,Melbourne,2024-07-10
a9a215370d5004196ffb6a4ff20ae123,206071142,21142,Fitzroy,2010,Melbourne,2024-07-10
4b433bd67a977b1eb760abbb192c89d1,206071143,21143,Fitzroy North,2010,Melbourne,2024-07-10
5e01f6fa0cd2cd7cb3ee259dac4075d5,206071144,21144,Richmond (Vic.),2010,Melbourne,2024-07-10
ff9f2e3f92e0e5005a31961b7ccf80c7,206071145,21145,Yarra - North,2010,Melbourne,2024-07-10
089c33eb01870c86ca7cf5eb22730bab,207011146,21146,Ashburton (Vic.),2010,Melbourne,2024-07-10
9d6459a84d6965919f00abaa83668616,207011147,21147,Balwyn,2010,Melbourne,2024-07-10
715ed4edcc7342a8a3d8d31886410ab7,207011148,21148,Balwyn North,2010,Melbourne,2024-07-10
56713eb6f05a307925fb0b3f58b9ffda,207011149,21149,Camberwell,2010,Melbourne,2024-07-10
226e7ecbb398c35070078c749d56df8f,207011150,21150,Glen Iris - East,2010,Melbourne,2024-07-10
c94ffbfce0adf47bd6a9d5a7b3314751,207011151,21151,Hawthorn,2010,Melbourne,2024-07-10
649b0760dbe4c4fa433c562f426fef91,207011152,21152,Hawthorn East,2010,Melbourne,2024-07-10
d0dd31ac40161898803dcc27936041f6,207011153,21153,Kew,2010,Melbourne,2024-07-10
ad9ed4597a3a5658aac1db9a6798d188,207011154,21154,Kew East,2010,Melbourne,2024-07-10
de03576b18c0d15a3c47c54fbbee0e38,207011155,21155,Surrey Hills (West) - Canterbury,2010,Melbourne,2024-07-10
fee0172bc9b939afb875afe8962ef29a,207021156,21156,Bulleen,2010,Melbourne,2024-07-10
4e5562000d8329c0ae02267ab21584b2,207021157,21157,Doncaster,2010,Melbourne,2024-07-10
8f88d6a6af082d94d0b2c7721674e264,207021159,21159,Templestowe,2010,Melbourne,2024-07-10
3e9a83c885de60d43e6b4468262c3220,207021160,21160,Templestowe Lower,2010,Melbourne,2024-07-10
59428f6e4d3fb0f04e96466ed66b7d72,207021424,21424,Doncaster East (North),2010,Melbourne,2024-07-10
ee15e2bfeeb502bb60324f6f37041255,207021425,21425,Doncaster East (South),2010,Melbourne,2024-07-10
907a45a413bee7d114d8d886c254908a,207031161,21161,Blackburn,2010,Melbourne,2024-07-10
215d3f21ffdf6c9d91ed0fe09a28f342,207031162,21162,Blackburn South,2010,Melbourne,2024-07-10
d50f4f7555901ff0167d9e2d931edb6f,207031163,21163,Box Hill,2010,Melbourne,2024-07-10
bdc2f1bd9eece08b86ee09e3dd484360,207031164,21164,Box Hill North,2010,Melbourne,2024-07-10
9157fd5bc532a4f14f9c865c38ae8375,207031165,21165,Burwood,2010,Melbourne,2024-07-10
41d2904801a33bb72910f039683309fa,207031166,21166,Burwood East,2010,Melbourne,2024-07-10
60099ea43639158b24442b00758bde59,207031167,21167,Surrey Hills (East) - Mont Albert,2010,Melbourne,2024-07-10
42b98c4f475f66a7a4557e6135f1aa6e,208011168,21168,Beaumaris,2010,Melbourne,2024-07-10
50fa102077dcbd5b730b9df7b0fa4994,208011169,21169,Brighton (Vic.),2010,Melbourne,2024-07-10
c4d03708ce6045ed296106b0b7a021c8,208011170,21170,Brighton East,2010,Melbourne,2024-07-10
ad9bf06b68bfb2809dc7f7cb3779b3ef,208011171,21171,Cheltenham - Highett (West),2010,Melbourne,2024-07-10
aebbf587e4000c371fdf518773d59b37,208011172,21172,Hampton,2010,Melbourne,2024-07-10
610ba44f56edad2783f75115111c2190,208011173,21173,Sandringham - Black Rock,2010,Melbourne,2024-07-10
10f98acc6bffc02735b88cc3f9d9f09d,208021174,21174,Bentleigh - McKinnon,2010,Melbourne,2024-07-10
7d66bd1efa3a084aa75f681e30b41d6c,208021176,21176,Carnegie,2010,Melbourne,2024-07-10
216c7ba5996e17ebc03e5d660bbccd6f,208021177,21177,Caulfield - North,2010,Melbourne,2024-07-10
ec60d2833c83b7cc22fb86e1902aef13,208021178,21178,Caulfield - South,2010,Melbourne,2024-07-10
424fd9b1bd64942679aed2016c17ce7d,208021179,21179,Elsternwick,2010,Melbourne,2024-07-10
5d59de07118f594fa4006c3c1ddd910b,208021180,21180,Hughesdale,2010,Melbourne,2024-07-10
79a1c9c808edffd035449da6b514f55e,208021181,21181,Murrumbeena,2010,Melbourne,2024-07-10
a719114e35f59cdb57118b36b81b0210,208021182,21182,Ormond - Glen Huntly,2010,Melbourne,2024-07-10
ee2b263a89316285eca8ec7c3584d56a,208021426,21426,Bentleigh East (North),2010,Melbourne,2024-07-10
736154af813e162fcd0852fc78379aab,208021427,21427,Bentleigh East (South),2010,Melbourne,2024-07-10
f388e387499cefae5ee3f62ade78e580,208031183,21183,Aspendale Gardens - Waterways,2010,Melbourne,2024-07-10
57e8c8b85d477943a334fc1ab7b39c13,208031184,21184,Braeside,2010,Melbourne,2024-07-10
6ae7bf59dc5b1b3f89cec65280cc77a3,208031185,21185,Carrum - Patterson Lakes,2010,Melbourne,2024-07-10
f1c26346f8fc48543281fc2befbfce70,208031186,21186,Chelsea - Bonbeach,2010,Melbourne,2024-07-10
f9a7d8acd6038931ccef0ee8329243d5,208031187,21187,Chelsea Heights,2010,Melbourne,2024-07-10
2b6b4c063813bdd0eae7711630320ce3,208031188,21188,Cheltenham - Highett (East),2010,Melbourne,2024-07-10
9914a8dd21494c196f2de89c36e7e954,208031189,21189,Edithvale - Aspendale,2010,Melbourne,2024-07-10
9da98609ff66acff85e085b6bbcc2050,208031190,21190,Mentone,2010,Melbourne,2024-07-10
9a4862d7a443a3e9b9b79a9af1505239,208031191,21191,Moorabbin - Heatherton,2010,Melbourne,2024-07-10
3dfbb38479a8cfd8e174f588df5976a5,208031192,21192,Moorabbin Airport,2010,Melbourne,2024-07-10
d4eb62bf580fcfb305f51fe983fec349,208031193,21193,Mordialloc - Parkdale,2010,Melbourne,2024-07-10
47bde4048629f1e0dd1cf4fc2663b343,208041194,21194,Malvern - Glen Iris,2010,Melbourne,2024-07-10
2f9a164a0470142f7ace40f83722cc99,208041195,21195,Malvern East,2010,Melbourne,2024-07-10
38f8b13a7ad1567705c67d77cbcc46bd,209011196,21196,Bundoora - East,2010,Melbourne,2024-07-10
83d7fc4c1c4a80a879d2327ef099a662,209011197,21197,Greensborough,2010,Melbourne,2024-07-10
764c80ffb0671475a94c1ed835e9e47f,209011198,21198,Heidelberg - Rosanna,2010,Melbourne,2024-07-10
cb0204e08c93d18a1c8a5b28fe15fd64,209011199,21199,Heidelberg West,2010,Melbourne,2024-07-10
3f5e382e728bb777008fc39c027d8b89,209011200,21200,Ivanhoe,2010,Melbourne,2024-07-10
e8ebefc180338994a842490fe1b8bdab,209011201,21201,Ivanhoe East - Eaglemont,2010,Melbourne,2024-07-10
b013e753078144521ffe645a8e4016eb,209011202,21202,Montmorency - Briar Hill,2010,Melbourne,2024-07-10
d0613e7247e118d10483d7e34e774127,209011203,21203,Viewbank - Yallambie,2010,Melbourne,2024-07-10
236f4177ae08b1c7d3ea57a24142d168,209011204,21204,Watsonia,2010,Melbourne,2024-07-10
5ad07ccce015097c739ca79180885dd6,209021205,21205,Kingsbury,2010,Melbourne,2024-07-10
9c29ac83eb67b19fbbdd9f0c823ed504,209021207,21207,Reservoir - East,2010,Melbourne,2024-07-10
9a1a920fcbce31a2ebcef64d9ec10c3f,209021208,21208,Reservoir - West,2010,Melbourne,2024-07-10
b41bde29ff102f7e2d555e1082762b45,209021428,21428,Preston - East,2010,Melbourne,2024-07-10
0efec6a8d59148d16b7175adb5c9d147,209021429,21429,Preston - West,2010,Melbourne,2024-07-10
cb139e83014d0687464575a25b748adf,209031209,21209,Eltham,2010,Melbourne,2024-07-10
92e6f0dce5f527b2fe366ce7d078b145,209031210,21210,Hurstbridge,2010,Melbourne,2024-07-10
7cdc6beabc28f0b1dd1097a8796dc9c7,209031211,21211,Kinglake,2000,Not in any Significant Urban Area (Vic.),2024-07-10
07e82d7e5cbdb2ffdbdf4fa9dba42dda,209031212,21212,Panton Hill - St Andrews,2000,Not in any Significant Urban Area (Vic.),2024-07-10
a043932db40013c52eba202660516ab6,209031213,21213,Plenty - Yarrambat,2010,Melbourne,2024-07-10
9df8087edb307eefb6307a73ff8c4a6f,209031214,21214,Research - North Warrandyte,2010,Melbourne,2024-07-10
df7862e7de2a53d2a7a63a0efa31cbe0,209031215,21215,Wattle Glen - Diamond Creek,2010,Melbourne,2024-07-10
e29ab6062613523c4bc8fee582847052,209041216,21216,Bundoora - North,2010,Melbourne,2024-07-10
6554fe632943d7a6537c57e9443aef30,209041217,21217,Bundoora - West,2010,Melbourne,2024-07-10
490573c2e3ce2fc8f44ebf2f60735f8d,209041219,21219,Lalor,2010,Melbourne,2024-07-10
258fb93ae8c394bfb3a3f7779d34da56,209041220,21220,Mill Park - North,2010,Melbourne,2024-07-10
ac7fc5fb8fe3c3854d97d3268b383453,209041221,21221,Mill Park - South,2010,Melbourne,2024-07-10
fedd4583148d1253d40a6df6c47d495e,209041223,21223,Thomastown,2010,Melbourne,2024-07-10
5c6a8003e20268e382e5f6d89de12fce,209041224,21224,Wallan,2010,Melbourne,2024-07-10
07cf388198f017f976a8312681bc7188,209041225,21225,Whittlesea,2000,Not in any Significant Urban Area (Vic.),2024-07-10
efef09550b58a5553cb0d53bc4965d3b,209041430,21430,Doreen,2010,Melbourne,2024-07-10
a6ff52d2d8b2eeeea1887cb5a85f163b,209041431,21431,Epping - East,2010,Melbourne,2024-07-10
d27f81b655a0e3069108c4bca6db88db,209041432,21432,Epping - South,2010,Melbourne,2024-07-10
35fa410366599ec7ef3043c8165e2091,209041433,21433,Epping - West,2010,Melbourne,2024-07-10
3a4855a91075bc69637f042e8d6b4395,209041434,21434,Mernda,2010,Melbourne,2024-07-10
49598d7807c52798650b4e6c0d2b0b7f,209041435,21435,South Morang (North),2010,Melbourne,2024-07-10
6e64d763576a8b5389d8b9c73ea56b7d,209041436,21436,South Morang (South),2010,Melbourne,2024-07-10
7c08154e5bbe8a4920eccb3d05ce1d47,209041437,21437,Wollert,2010,Melbourne,2024-07-10
a9e75f69e4380e91c872b14b4854ef62,210011226,21226,Airport West,2010,Melbourne,2024-07-10
d983879ccd411e01c540ae20a3deeaa1,210011227,21227,Essendon Airport,2010,Melbourne,2024-07-10
29503b2ef53872295e26ab2586335c33,210011228,21228,Keilor,2010,Melbourne,2024-07-10
b822b1e88f884ed4771d900292e968d1,210011229,21229,Keilor East,2010,Melbourne,2024-07-10
20e7e2e8521e2ffdd9a3ae41db95a039,210011230,21230,Niddrie - Essendon West,2010,Melbourne,2024-07-10
d142ce5ca91cdf4a644e27f0c19be311,210011231,21231,Strathmore,2010,Melbourne,2024-07-10
305181dec23e7f69358bf579df6bfce5,210021232,21232,Gisborne,2008,Gisborne - Macedon,2024-07-10
cdfb1c646a3cd1547ad2e1ef42fda50b,210021233,21233,Macedon,2008,Gisborne - Macedon,2024-07-10
313b596fb8783f1b36385a901306db46,210021234,21234,Riddells Creek,2008,Gisborne - Macedon,2024-07-10
f0580204d3e25a3f562d69b0f4d39b83,210021235,21235,Romsey,2000,Not in any Significant Urban Area (Vic.),2024-07-10
83fd2857f8e8fe7d27c90b301dcf2d60,210031236,21236,Coburg North,2010,Melbourne,2024-07-10
c09809717743eeaeaaf17666eb60499f,210031237,21237,Fawkner,2010,Melbourne,2024-07-10
9dd7052800f219411128d920a6116c34,210031239,21239,Pascoe Vale,2010,Melbourne,2024-07-10
58f26490a2a962849ae1ebf4ae795352,210031438,21438,Glenroy,2010,Melbourne,2024-07-10
9091f52fd05a0fc109670168c5c5f9fc,210031439,21439,Gowanbrae,2010,Melbourne,2024-07-10
2c31c5b892ba80a62fcd303b2450dba9,210031440,21440,Hadfield,2010,Melbourne,2024-07-10
67f9e587c3251230b427718ca01e6ad2,210041240,21240,Sunbury,2010,Melbourne,2024-07-10
f05b15c7f2ab04560213fabe0f58f475,210041241,21241,Sunbury - South,2010,Melbourne,2024-07-10
3e1bdf611765310018e608dbc0ce449d,210051242,21242,Broadmeadows,2010,Melbourne,2024-07-10
6b07ef7cecca03e49afb1b09a26464b3,210051243,21243,Campbellfield - Coolaroo,2010,Melbourne,2024-07-10
9932f2d5013f7ff7cd56935b89baa077,210051245,21245,Gladstone Park - Westmeadows,2010,Melbourne,2024-07-10
fa1760b1400d7cb8fe2a64a9f4fb9e76,210051246,21246,Greenvale - Bulla,2010,Melbourne,2024-07-10
